timestamps,TP9,AF7,AF8,TP10,Right AUX
1737973580.824,999.512,999.512,153.320,999.512,-1000.000
1737973580.827,999.512,999.512,-32.715,999.512,-1000.000
1737973580.831,234.863,228.027,-229.980,233.887,-259.277
1737973580.835,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973580.839,-118.652,-201.660,-352.051,-202.637,167.969
1737973580.843,999.512,999.512,154.785,999.512,-1000.000
1737973580.846,999.512,999.512,-254.395,999.512,-1000.000
1737973580.850,229.980,237.793,-353.516,224.121,-323.242
1737973580.854,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973580.858,-197.754,-196.289,-525.879,-197.266,176.270
1737973580.862,997.559,997.070,147.949,998.535,-1000.000
1737973580.866,999.512,999.512,-209.473,999.512,-1000.000
1737973580.870,323.242,401.367,-237.305,323.730,-388.672
1737973580.873,-1000.000,-1000.000,-802.734,-1000.000,999.512
1737973580.877,-206.543,-340.332,-675.781,-206.055,286.621
1737973580.881,999.512,961.426,128.418,999.512,-1000.000
1737973580.885,999.512,999.512,-174.316,999.512,-1000.000
1737973580.889,519.043,560.547,-311.523,523.926,-693.359
1737973580.890,-1000.000,-1000.000,-795.410,-1000.000,890.137
1737973580.894,-339.355,-559.570,-741.699,-435.547,579.102
1737973580.898,990.723,895.020,102.539,949.707,-916.504
1737973580.902,999.512,999.512,-197.266,999.512,-1000.000
1737973580.906,744.629,763.184,-252.441,736.816,-883.789
1737973580.910,-859.863,-740.234,-648.438,-846.191,545.898
1737973580.914,-581.543,-839.844,-769.043,-669.434,916.992
1737973580.917,938.477,704.102,113.281,882.812,-632.324
1737973580.921,991.699,999.512,-210.938,999.512,-1000.000
1737973580.925,957.520,949.219,-208.496,939.941,-1000.000
1737973580.929,-475.098,-342.285,-462.891,-438.965,162.598
1737973580.933,-859.375,-1000.000,-942.383,-984.375,999.512
1737973580.964,755.371,402.832,-104.492,591.797,-507.812
1737973580.968,999.512,999.512,-83.008,999.512,-1000.000
1737973580.972,999.512,999.512,-158.691,999.512,-1000.000
1737973580.976,-121.582,-50.293,-438.477,-108.398,-58.105
1737973580.980,-1000.000,-1000.000,-977.539,-1000.000,999.512
1737973580.984,419.434,143.555,-148.438,325.195,-165.527
1737973580.988,999.512,999.512,19.043,999.512,-1000.000
1737973580.991,999.512,999.512,-125.977,999.512,-1000.000
1737973580.995,125.000,163.574,-366.211,127.441,-229.004
1737973580.999,-1000.000,-1000.000,-987.793,-1000.000,999.512
1737973581.003,118.164,-71.289,-165.527,17.090,126.465
1737973581.007,999.512,999.512,58.594,999.512,-1000.000
1737973580.994,999.512,999.512,-217.773,999.512,-1000.000
1737973580.998,235.840,233.398,-294.922,239.258,-239.746
1737973581.002,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.006,-87.402,-202.637,-358.887,-202.637,146.973
1737973581.010,999.512,999.512,147.461,999.512,-1000.000
1737973581.014,999.512,999.512,-188.965,999.512,-1000.000
1737973581.018,232.422,224.121,-346.680,224.121,-288.086
1737973581.021,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.025,-200.195,-197.754,-425.293,-201.172,167.969
1737973581.029,999.512,999.512,181.641,999.512,-1000.000
1737973581.033,999.512,999.512,-267.578,999.512,-1000.000
1737973581.037,281.250,322.754,-418.457,249.512,-433.594
1737973581.040,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.044,-202.637,-265.625,-487.793,-197.266,356.934
1737973581.048,998.535,981.445,204.102,996.582,-971.680
1737973581.052,999.512,999.512,-229.004,999.512,-1000.000
1737973581.084,964.844,805.176,121.582,911.621,-863.281
1737973581.088,999.512,999.512,-130.859,999.512,-1000.000
1737973581.092,861.328,884.277,-231.445,844.727,-1000.000
1737973581.096,-682.617,-500.000,-542.480,-646.973,269.531
1737973581.100,-698.242,-1000.000,-902.832,-840.332,954.102
1737973581.104,899.414,529.785,-9.277,744.141,-604.492
1737973581.108,980.469,999.512,-89.844,999.512,-1000.000
1737973581.111,999.512,999.512,-137.207,999.512,-1000.000
1737973581.115,-256.836,-148.926,-380.859,-222.656,125.977
1737973581.119,-998.535,-1000.000,-967.773,-1000.000,999.512
1737973581.123,594.727,230.957,-169.434,421.875,-327.148
1737973581.127,999.512,999.512,-11.230,999.512,-1000.000
1737973581.131,999.512,999.512,-39.062,999.512,-1000.000
1737973581.135,12.207,74.219,-329.590,22.949,-178.223
1737973581.139,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.143,232.422,12.207,-171.875,131.836,-4.883
1737973581.147,999.512,999.512,103.027,999.512,-1000.000
1737973581.151,999.512,999.512,-165.527,999.512,-1000.000
1737973581.155,232.422,220.215,-337.402,237.793,-244.141
1737973581.158,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.162,0.977,-175.293,-213.867,-101.074,132.812
1737973581.166,999.512,999.512,107.422,999.512,-1000.000
1737973581.170,999.512,999.512,-282.227,999.512,-1000.000
1737973581.174,238.770,226.074,-363.281,231.934,-267.578
1737973581.175,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.179,-203.125,-200.684,-435.059,-202.637,166.504
1737973581.183,999.512,999.512,112.793,999.512,-1000.000
1737973581.187,999.512,999.512,-180.176,999.512,-1000.000
1737973581.191,223.633,263.672,-330.566,223.633,-378.906
1737973581.195,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.199,-193.359,-215.820,-550.293,-194.824,208.496
1737973581.202,993.652,992.188,272.949,996.094,-1000.000
1737973581.206,999.512,999.512,-46.387,999.512,-1000.000
1737973581.210,419.922,443.359,-411.133,392.090,-539.062
1737973581.214,-1000.000,-1000.000,-963.867,-1000.000,999.512
1737973581.218,-221.680,-393.066,-666.504,-315.918,365.723
1737973581.220,999.512,948.730,105.469,972.168,-994.629
1737973581.224,999.512,999.512,-189.453,999.512,-1000.000
1737973581.228,598.145,621.582,-259.277,546.387,-765.137
1737973581.232,-1000.000,-972.168,-745.117,-1000.000,802.734
1737973581.236,-416.992,-597.168,-762.695,-535.156,621.582
1737973581.240,975.586,890.137,102.051,903.809,-910.645
1737973581.244,999.512,999.512,-23.438,999.512,-1000.000
1737973581.247,791.992,815.430,46.875,722.168,-986.328
1737973581.251,-783.691,-653.320,-539.551,-819.336,400.879
1737973581.255,-638.672,-893.555,-875.977,-775.879,877.930
1737973581.259,916.016,662.109,56.641,767.578,-705.566
1737973581.263,988.770,999.512,-100.586,999.512,-1000.000
1737973581.265,989.746,984.863,-134.277,934.570,-1000.000
1737973581.269,-389.160,-246.582,-440.430,-421.387,127.930
1737973581.273,-902.832,-1000.000,-937.988,-1000.000,999.512
1737973581.277,702.148,334.473,-97.656,537.598,-424.316
1737973581.281,999.512,999.512,-112.793,999.512,-1000.000
1737973581.285,999.512,999.512,-131.348,999.512,-1000.000
1737973581.289,-130.859,-29.785,-314.453,-109.375,45.898
1737973581.292,-1000.000,-1000.000,-974.121,-1000.000,999.512
1737973581.296,453.613,172.363,-187.012,323.242,-216.797
1737973581.300,999.512,999.512,37.109,999.512,-1000.000
1737973581.304,999.512,999.512,-106.445,999.512,-1000.000
1737973581.308,125.488,185.547,-362.793,133.789,-237.305
1737973581.325,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.329,118.164,-130.371,-249.023,16.113,115.234
1737973581.333,999.512,999.512,101.074,999.512,-1000.000
1737973581.337,999.512,999.512,-271.484,999.512,-1000.000
1737973581.341,218.750,210.938,-383.301,220.703,-240.723
1737973581.345,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.349,-13.184,-114.746,-293.457,-114.258,78.125
1737973581.352,999.512,994.141,167.969,994.141,-1000.000
1737973581.356,999.512,999.512,-225.098,999.512,-1000.000
1737973581.360,233.887,226.562,-322.754,226.562,-260.742
1737973581.364,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.368,-197.754,-196.289,-473.145,-197.266,161.621
1737973581.370,997.559,997.070,160.645,998.535,-1000.000
1737973581.374,999.512,999.512,-71.777,999.512,-1000.000
1737973581.378,323.242,365.723,-236.816,323.730,-468.262
1737973581.382,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.386,-206.543,-320.312,-624.512,-206.055,310.059
1737973581.390,999.512,964.844,139.160,999.512,-1000.000
1737973581.394,999.512,999.512,-196.289,999.512,-1000.000
1737973581.397,519.043,536.133,-332.031,523.438,-647.949
1737973581.401,-1000.000,-1000.000,-820.312,-1000.000,930.176
1737973581.405,-339.355,-529.785,-687.012,-436.035,612.793
1737973581.409,991.211,906.250,126.953,948.730,-887.695
1737973581.413,999.512,999.512,-203.613,999.512,-1000.000
1737973581.415,744.629,756.348,-206.055,715.332,-931.641
1737973581.419,-859.863,-772.461,-603.027,-870.117,533.691
1737973581.423,-579.590,-776.367,-830.078,-662.109,735.840
1737973581.427,931.641,767.090,57.617,869.629,-854.980
1737973581.431,999.512,999.512,-26.855,999.512,-1000.000
1737973581.435,903.320,892.090,-37.109,838.379,-1000.000
1737973581.439,-571.777,-462.402,-498.535,-596.191,208.008
1737973581.442,-811.035,-1000.000,-935.059,-963.867,999.512
1737973581.446,789.551,485.352,36.621,585.449,-547.363
1737973581.450,999.512,999.512,60.547,999.512,-1000.000
1737973581.454,999.512,999.512,-167.480,999.512,-1000.000
1737973581.458,-187.012,-90.332,-458.984,-174.805,-23.438
1737973581.460,-1000.000,-1000.000,-977.539,-1000.000,999.512
1737973581.464,453.125,166.504,-171.387,264.160,-193.359
1737973581.468,999.512,999.512,-117.676,999.512,-1000.000
1737973581.472,999.512,999.512,-240.234,999.512,-1000.000
1737973581.476,50.781,117.676,-333.496,57.617,-77.637
1737973581.480,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.484,155.762,-46.387,-246.582,57.129,59.082
1737973581.487,999.512,999.512,56.641,999.512,-1000.000
1737973581.491,999.512,999.512,-65.918,999.512,-1000.000
1737973581.495,231.934,234.375,-254.883,236.816,-260.254
1737973581.499,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.503,-34.668,-196.289,-273.926,-150.879,150.879
1737973581.504,999.512,999.512,145.020,999.512,-1000.000
1737973581.508,999.512,999.512,-305.664,999.512,-1000.000
1737973581.512,236.328,224.609,-393.066,228.027,-282.715
1737973581.516,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.520,-203.125,-199.219,-461.914,-202.637,172.852
1737973581.524,999.512,999.512,141.113,999.512,-1000.000
1737973581.528,999.512,999.512,-217.285,999.512,-1000.000
1737973581.531,223.633,291.992,-303.711,224.121,-303.711
1737973581.535,-1000.000,-1000.000,-923.340,-1000.000,999.512
1737973581.539,-193.359,-240.723,-615.234,-192.871,198.242
1737973581.543,993.652,986.328,163.574,995.117,-1000.000
1737973581.547,999.512,999.512,-118.164,999.512,-1000.000
1737973581.550,419.922,471.680,-252.930,426.758,-548.340
1737973581.554,-1000.000,-1000.000,-829.102,-1000.000,999.512
1737973581.558,-228.516,-437.988,-680.176,-327.637,442.871
1737973581.562,999.512,944.824,164.062,993.164,-958.984
1737973581.566,992.676,999.512,-146.973,999.512,-1000.000
1737973581.570,522.949,611.328,-214.844,517.578,-741.211
1737973581.574,-1000.000,-911.133,-675.781,-1000.000,808.594
1737973581.577,-456.543,-689.941,-763.672,-549.316,656.250
1737973581.581,964.844,818.848,110.352,917.480,-864.746
1737973581.585,999.512,999.512,-184.082,999.512,-1000.000
1737973581.589,861.816,844.727,-190.918,845.703,-884.277
1737973581.593,-682.617,-568.359,-495.117,-647.949,540.039
1737973581.594,-698.242,-984.863,-905.273,-836.914,904.785
1737973581.598,898.926,550.293,-45.898,748.047,-655.762
1737973581.602,979.980,999.512,-134.277,999.512,-1000.000
1737973581.606,999.512,997.070,-178.223,999.512,-1000.000
1737973581.610,-256.348,-184.082,-445.312,-222.656,42.969
1737973581.614,-998.535,-1000.000,-969.727,-1000.000,999.512
1737973581.618,594.727,247.070,-30.762,420.898,-302.246
1737973581.621,999.512,999.512,111.328,999.512,-1000.000
1737973581.625,999.512,999.512,-103.516,999.512,-1000.000
1737973581.629,12.207,54.199,-342.285,8.301,-151.855
1737973581.633,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.637,230.957,47.852,-207.520,131.836,-65.430
1737973581.641,999.512,999.512,91.797,999.512,-1000.000
1737973581.645,999.512,999.512,-121.582,999.512,-1000.000
1737973581.649,207.031,211.426,-305.664,214.355,-199.707
1737973581.653,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.657,4.883,-169.922,-295.410,-96.191,120.117
1737973581.661,999.512,999.512,140.625,999.512,-1000.000
1737973581.665,999.512,999.512,-158.203,999.512,-1000.000
1737973581.668,238.770,226.562,-361.816,231.934,-258.789
1737973581.672,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.676,-203.125,-201.660,-380.859,-202.637,166.016
1737973581.680,999.512,999.512,129.883,999.512,-1000.000
1737973581.684,999.512,999.512,-290.039,999.512,-1000.000
1737973581.700,223.633,244.629,-387.207,224.121,-355.957
1737973581.704,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.708,-194.336,-196.777,-509.277,-197.266,195.312
1737973581.712,994.629,997.070,201.172,998.535,-1000.000
1737973581.716,999.512,999.512,-174.316,999.512,-1000.000
1737973581.720,396.484,431.152,-209.961,328.613,-401.855
1737973581.724,-1000.000,-1000.000,-788.086,-1000.000,999.512
1737973581.727,-219.238,-362.793,-673.340,-287.598,309.082
1737973581.731,999.512,958.008,140.625,973.145,-994.141
1737973581.735,999.512,999.512,-113.770,999.512,-1000.000
1737973581.739,530.273,587.891,-245.117,517.578,-727.539
1737973581.743,-1000.000,-1000.000,-785.156,-1000.000,851.074
1737973581.745,-341.797,-572.754,-759.277,-468.262,598.145
1737973581.749,991.211,894.043,108.398,933.105,-918.945
1737973581.753,999.512,999.512,-201.172,999.512,-1000.000
1737973581.757,744.629,780.762,-295.410,732.910,-954.102
1737973581.761,-859.863,-715.332,-648.926,-840.820,472.168
1737973581.765,-581.543,-853.027,-839.844,-691.406,824.219
1737973581.769,938.477,697.266,62.988,858.887,-750.977
1737973581.772,991.211,999.512,-156.738,999.512,-1000.000
1737973581.776,957.520,967.285,-172.363,938.477,-1000.000
1737973581.780,-475.098,-306.641,-407.715,-438.965,292.480
1737973581.784,-859.375,-1000.000,-943.848,-984.375,999.512
1737973581.788,755.371,393.555,-99.121,592.285,-511.719
1737973581.790,999.512,999.512,-67.383,999.512,-1000.000
1737973581.794,999.512,999.512,-167.480,999.512,-1000.000
1737973581.798,-121.582,-36.621,-430.664,-89.844,-69.824
1737973581.802,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.806,419.922,117.188,-179.199,237.793,-137.695
1737973581.810,999.512,999.512,6.348,999.512,-1000.000
1737973581.814,999.512,999.512,-175.781,999.512,-1000.000
1737973581.817,125.000,163.574,-377.930,131.348,-208.008
1737973581.821,-1000.000,-1000.000,-993.652,-1000.000,999.512
1737973581.825,118.164,-110.840,-199.219,16.113,134.766
1737973581.829,999.512,999.512,48.340,999.512,-1000.000
1737973581.833,999.512,999.512,-223.145,999.512,-1000.000
1737973581.835,236.816,230.469,-330.078,239.258,-253.418
1737973581.839,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.843,-101.562,-202.637,-361.816,-202.637,153.809
1737973581.847,999.512,999.512,155.762,999.512,-1000.000
1737973581.851,999.512,999.512,-106.934,999.512,-1000.000
1737973581.855,231.445,224.121,-269.043,224.121,-281.738
1737973581.859,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.862,-198.730,-197.266,-469.727,-198.730,166.504
1737973581.866,999.023,999.023,261.719,999.512,-1000.000
1737973581.870,999.512,999.512,-150.879,999.512,-1000.000
1737973581.874,306.641,333.496,-430.664,294.434,-442.383
1737973581.878,-1000.000,-1000.000,-989.746,-1000.000,999.512
1737973581.880,-204.102,-282.715,-594.238,-202.637,252.441
1737973581.884,999.512,975.098,62.500,999.512,-1000.000
1737973581.888,999.512,999.512,-267.090,999.512,-1000.000
1737973581.892,491.211,518.555,-306.641,478.027,-614.258
1737973581.896,-1000.000,-1000.000,-821.289,-1000.000,977.051
1737973581.900,-298.340,-485.840,-705.078,-410.645,508.301
1737973581.904,996.582,922.852,96.680,944.336,-948.242
1737973581.907,999.512,999.512,-88.867,999.512,-1000.000
1737973581.911,684.082,712.402,-109.863,599.121,-893.066
1737973581.915,-931.641,-851.562,-714.355,-1000.000,614.258
1737973581.919,-529.785,-719.727,-804.199,-624.512,717.773
1737973581.923,944.824,835.938,122.559,871.582,-877.441
1737973581.925,999.512,999.512,-153.320,999.512,-1000.000
1737973581.929,887.207,905.762,-175.781,834.473,-1000.000
1737973581.933,-632.812,-458.008,-520.996,-629.883,234.375
1737973581.937,-708.984,-1000.000,-870.117,-897.461,993.652
1737973581.941,893.555,520.996,15.625,669.434,-554.199
1737973581.945,981.934,999.512,-103.516,999.512,-1000.000
1737973581.949,999.512,999.512,-83.496,999.512,-1000.000
1737973581.952,-250.488,-116.699,-353.027,-213.867,109.375
1737973581.956,-998.047,-1000.000,-980.469,-1000.000,999.512
1737973581.960,593.750,223.633,-153.320,367.676,-324.707
1737973581.964,999.512,999.512,45.898,999.512,-1000.000
1737973581.968,999.512,999.512,5.371,999.512,-1000.000
1737973581.971,12.695,101.562,-308.594,20.508,-201.660
1737973581.975,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.979,232.422,2.441,-190.430,131.348,13.184
1737973581.983,999.512,999.512,44.922,999.512,-1000.000
1737973581.987,999.512,999.512,-272.461,999.512,-1000.000
1737973581.991,232.422,225.098,-379.883,237.793,-260.254
1737973581.995,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973581.998,0.977,-187.988,-219.727,-101.074,161.133
1737973582.002,999.512,999.512,100.098,999.512,-1000.000
1737973582.006,999.512,999.512,-315.918,999.512,-1000.000
1737973582.010,238.770,225.098,-376.465,231.934,-261.719
1737973582.014,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973582.014,-203.125,-200.195,-408.203,-202.637,166.016
1737973582.018,999.512,999.512,149.414,999.512,-1000.000
1737973582.022,999.512,999.512,-162.109,999.512,-1000.000
1737973582.026,223.633,270.020,-323.730,224.121,-383.301
1737973582.030,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973582.034,-193.359,-220.215,-528.809,-193.359,213.867
1737973582.038,994.141,991.211,246.582,994.629,-1000.000
1737973582.041,999.512,999.512,-109.375,999.512,-1000.000
1737973582.045,419.922,454.590,-348.145,426.758,-543.945
1737973582.049,-1000.000,-1000.000,-886.719,-1000.000,999.512
1737973582.053,-221.191,-405.762,-642.090,-320.801,382.812
1737973582.057,999.512,944.824,116.211,974.609,-985.840
1737973582.059,999.512,999.512,-180.176,999.512,-1000.000
1737973582.063,611.328,619.629,-246.582,594.238,-722.656
1737973582.067,-1000.000,-965.332,-729.492,-1000.000,839.844
1737973582.071,-456.055,-633.789,-783.203,-546.387,620.605
1737973582.120,-322.754,-230.957,-456.543,-341.797,120.117
1737973582.124,-934.082,-1000.000,-940.918,-1000.000,999.512
1737973582.128,669.434,312.988,-96.191,434.082,-410.645
1737973582.132,999.512,999.512,-124.023,999.512,-1000.000
1737973582.136,999.512,999.512,-180.176,999.512,-1000.000
1737973582.140,-77.637,9.766,-324.707,-81.055,-18.066
1737973582.144,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973582.147,360.840,83.008,-250.977,171.387,-129.883
1737973582.151,999.512,999.512,-1.953,999.512,-1000.000
1737973582.155,999.512,999.512,-88.379,999.512,-1000.000
1737973582.159,126.465,199.707,-306.152,131.348,-225.098
1737973582.163,-1000.000,-1000.000,-1000.000,-1000.000,999.512
1737973582.165,117.676,-128.418,-204.102,-20.508,109.863
1737973582.169,999.512,999.512,173.340,999.512,-1000.000
1737973582.173,999.512,999.512,-249.023,999.512,-1000.000
